in s,C1 in V,C3 in V
-2.9040E-07,4.67422E-03,-2.02648E+00
-2.9000E-07,5.26016E-03,-2.00695E+00
-2.8960E-07,5.26016E-03,-1.94836E+00
-2.8920E-07,5.84609E-03,-1.96789E+00
-2.8880E-07,6.04141E-03,-2.02648E+00
-2.8840E-07,6.62734E-03,-2.06555E+00
-2.8800E-07,6.82266E-03,-2.00695E+00
-2.8760E-07,7.40859E-03,-2.08508E+00
-2.8720E-07,7.21328E-03,-2.22180E+00
-2.8680E-07,7.79922E-03,-2.20227E+00
-2.8640E-07,7.99453E-03,-2.20227E+00
-2.8600E-07,7.60391E-03,-2.26086E+00
-2.8560E-07,7.99453E-03,-2.29992E+00
-2.8520E-07,8.18984E-03,-2.37805E+00
-2.8480E-07,8.58047E-03,-2.35852E+00
-2.8440E-07,8.58047E-03,-2.35852E+00
-2.8400E-07,9.16641E-03,-2.41711E+00
-2.8360E-07,8.58047E-03,-2.43664E+00
-2.8320E-07,9.16641E-03,-2.45617E+00
-2.8280E-07,8.38516E-03,-2.45617E+00
-2.8240E-07,9.55703E-03,-2.53430E+00
-2.8200E-07,8.38516E-03,-2.59289E+00
-2.8160E-07,7.40859E-03,-2.47570E+00
-2.8120E-07,7.01797E-03,-2.61242E+00
-2.8080E-07,6.23672E-03,-2.55383E+00
-2.8040E-07,4.28359E-03,-2.55383E+00
-2.8000E-07,2.91641E-03,-2.53430E+00
-2.7960E-07,5.72656E-04,-2.61242E+00
-2.7920E-07,-1.18516E-03,-2.59289E+00
-2.7880E-07,-2.55234E-03,-2.53430E+00
-2.7840E-07,-3.33359E-03,-2.51477E+00
-2.7800E-07,-4.31016E-03,-2.55383E+00
-2.7760E-07,-4.70078E-03,-2.63195E+00
-2.7720E-07,-5.09141E-03,-2.61242E+00
-2.7680E-07,-5.67734E-03,-2.61242E+00
-2.7640E-07,-7.04453E-03,-2.65148E+00
-2.7600E-07,-6.26328E-03,-2.65148E+00
-2.7560E-07,-6.06797E-03,-2.71008E+00
-2.7520E-07,-7.23984E-03,-2.61242E+00
-2.7480E-07,-7.63047E-03,-2.71008E+00
-2.7440E-07,-6.84922E-03,-2.71008E+00
-2.7400E-07,-7.82578E-03,-2.67102E+00
-2.7360E-07,-8.02109E-03,-2.67102E+00
-2.7320E-07,-7.43516E-03,-2.63195E+00
-2.7280E-07,-8.41172E-03,-2.67102E+00
-2.7240E-07,-7.63047E-03,-2.59289E+00
-2.7200E-07,-7.43516E-03,-2.57336E+00
-2.7160E-07,-6.45859E-03,-2.59289E+00
-2.7120E-07,-5.87266E-03,-2.65148E+00
-2.7080E-07,-5.48203E-03,-2.63195E+00
-2.7040E-07,-4.50547E-03,-2.65148E+00
-2.7000E-07,-5.09141E-03,-2.65148E+00
-2.6960E-07,-4.50547E-03,-2.61242E+00
-2.6920E-07,-4.31016E-03,-2.67102E+00
-2.6880E-07,-4.70078E-03,-2.65148E+00
-2.6840E-07,-3.52891E-03,-2.67102E+00
-2.6800E-07,-3.72422E-03,-2.69055E+00
-2.6760E-07,-3.72422E-03,-2.69055E+00
-2.6720E-07,-3.13828E-03,-2.67102E+00
-2.6680E-07,-4.11484E-03,-2.67102E+00
-2.6640E-07,-4.11484E-03,-2.63195E+00
-2.6600E-07,-4.70078E-03,-2.69055E+00
-2.6560E-07,-5.87266E-03,-2.59289E+00
-2.6520E-07,-7.63047E-03,-2.57336E+00
-2.6480E-07,-8.99766E-03,-2.69055E+00
-2.6440E-07,-1.23180E-02,-2.65148E+00
-2.6400E-07,-1.48570E-02,-2.59289E+00
-2.6360E-07,-1.79820E-02,-2.57336E+00
-2.6320E-07,-2.03258E-02,-2.55383E+00
-2.6280E-07,-2.20836E-02,-2.61242E+00
-2.6240E-07,-2.36461E-02,-2.63195E+00
-2.6200E-07,-2.54039E-02,-2.59289E+00
-2.6160E-07,-2.59898E-02,-2.63195E+00
-2.6120E-07,-2.71617E-02,-2.57336E+00
-2.6080E-07,-2.81383E-02,-2.57336E+00
-2.6040E-07,-3.06773E-02,-2.59289E+00
-2.6000E-07,-3.28258E-02,-2.57336E+00
-2.5960E-07,-3.55602E-02,-2.47570E+00
-2.5920E-07,-3.88805E-02,-2.43664E+00
-2.5880E-07,-4.16148E-02,-2.45617E+00
-2.5840E-07,-4.39586E-02,-2.49523E+00
-2.5800E-07,-4.66930E-02,-2.47570E+00
-2.5760E-07,-4.70836E-02,-2.49523E+00
-2.5720E-07,-4.86461E-02,-2.43664E+00
-2.5680E-07,-4.84508E-02,-2.51477E+00
-2.5640E-07,-4.84508E-02,-2.49523E+00
-2.5600E-07,-4.78648E-02,-2.41711E+00
-2.5560E-07,-4.84508E-02,-2.43664E+00
-2.5520E-07,-4.74742E-02,-2.45617E+00
-2.5480E-07,-4.72789E-02,-2.45617E+00
-2.5440E-07,-4.78648E-02,-2.39758E+00
-2.5400E-07,-4.76695E-02,-2.43664E+00
-2.5360E-07,-4.72789E-02,-2.45617E+00
-2.5320E-07,-4.76695E-02,-2.35852E+00
-2.5280E-07,-4.70836E-02,-2.37805E+00
-2.5240E-07,-4.68883E-02,-2.35852E+00
-2.5200E-07,-4.70836E-02,-2.51477E+00
-2.5160E-07,-4.61070E-02,-2.45617E+00
-2.5120E-07,-4.47398E-02,-2.41711E+00
-2.5080E-07,-4.47398E-02,-2.45617E+00
-2.5040E-07,-4.35680E-02,-2.45617E+00
-2.5000E-07,-4.23961E-02,-2.45617E+00
-2.4960E-07,-4.12242E-02,-2.37805E+00
-2.4920E-07,-4.14195E-02,-2.41711E+00
-2.4880E-07,-3.98570E-02,-2.39758E+00
-2.4840E-07,-3.98570E-02,-2.49523E+00
-2.4800E-07,-3.84898E-02,-2.41711E+00
-2.4760E-07,-3.77086E-02,-2.47570E+00
-2.4720E-07,-3.69273E-02,-2.47570E+00
-2.4680E-07,-3.59508E-02,-2.39758E+00
-2.4640E-07,-3.43883E-02,-2.31945E+00
-2.4600E-07,-3.28258E-02,-2.33898E+00
-2.4560E-07,-3.20445E-02,-2.43664E+00
-2.4520E-07,-3.16539E-02,-2.45617E+00
-2.4480E-07,-3.18492E-02,-2.41711E+00
-2.4440E-07,-3.26305E-02,-2.41711E+00
-2.4400E-07,-3.28258E-02,-2.39758E+00
-2.4360E-07,-3.49742E-02,-2.45617E+00
-2.4320E-07,-3.75133E-02,-2.37805E+00
-2.4280E-07,-3.96617E-02,-2.41711E+00
-2.4240E-07,-4.29820E-02,-2.41711E+00
-2.4200E-07,-4.64977E-02,-2.45617E+00
-2.4160E-07,-5.02086E-02,-2.45617E+00
-2.4120E-07,-5.39195E-02,-2.41711E+00
-2.4080E-07,-5.76305E-02,-2.45617E+00
-2.4040E-07,-6.19273E-02,-2.45617E+00
-2.4000E-07,-6.62242E-02,-2.35852E+00
-2.3960E-07,-7.16930E-02,-2.33898E+00
-2.3920E-07,-7.55992E-02,-2.45617E+00
-2.3880E-07,-7.89195E-02,-2.43664E+00
-2.3840E-07,-8.28258E-02,-2.41711E+00
-2.3800E-07,-8.59508E-02,-2.45617E+00
-2.3760E-07,-8.98570E-02,-2.45617E+00
-2.3720E-07,-9.33727E-02,-2.45617E+00
-2.3680E-07,-9.66930E-02,-2.41711E+00
-2.3640E-07,-9.92320E-02,-2.45617E+00
-2.3600E-07,-1.01185E-01,-2.43664E+00
-2.3560E-07,-1.02552E-01,-2.43664E+00
-2.3520E-07,-1.03138E-01,-2.37805E+00
-2.3480E-07,-1.03334E-01,-2.45617E+00
-2.3440E-07,-1.03334E-01,-2.45617E+00
-2.3400E-07,-1.02943E-01,-2.49523E+00
-2.3360E-07,-1.02162E-01,-2.43664E+00
-2.3320E-07,-1.02552E-01,-2.37805E+00
-2.3280E-07,-1.00795E-01,-2.45617E+00
-2.3240E-07,-9.98180E-02,-2.45617E+00
-2.3200E-07,-9.80602E-02,-2.59289E+00
-2.3160E-07,-9.61070E-02,-2.45617E+00
-2.3120E-07,-9.45445E-02,-2.47570E+00
-2.3080E-07,-9.29820E-02,-2.43664E+00
-2.3040E-07,-9.20055E-02,-2.45617E+00
-2.3000E-07,-9.14195E-02,-2.51477E+00
-2.2960E-07,-9.08336E-02,-2.41711E+00
-2.2920E-07,-9.08336E-02,-2.47570E+00
-2.2880E-07,-9.16148E-02,-2.51477E+00
-2.2840E-07,-9.22008E-02,-2.55383E+00
-2.2800E-07,-9.49352E-02,-2.45617E+00
-2.2760E-07,-9.72789E-02,-2.59289E+00
-2.2720E-07,-1.00209E-01,-2.45617E+00
-2.2680E-07,-1.02357E-01,-2.45617E+00
-2.2640E-07,-1.04896E-01,-2.51477E+00
-2.2600E-07,-1.07240E-01,-2.51477E+00
-2.2560E-07,-1.08412E-01,-2.37805E+00
-2.2520E-07,-1.10560E-01,-2.53430E+00
-2.2480E-07,-1.11341E-01,-2.51477E+00
-2.2440E-07,-1.11341E-01,-2.51477E+00
-2.2400E-07,-1.11537E-01,-2.45617E+00
-2.2360E-07,-1.11732E-01,-2.53430E+00
-2.2320E-07,-1.12318E-01,-2.49523E+00
-2.2280E-07,-1.12318E-01,-2.53430E+00
-2.2240E-07,-1.10951E-01,-2.45617E+00
-2.2200E-07,-1.10170E-01,-2.45617E+00
-2.2160E-07,-1.08802E-01,-2.51477E+00
-2.2120E-07,-1.07240E-01,-2.49523E+00
-2.2080E-07,-1.05287E-01,-2.45617E+00
-2.2040E-07,-1.03724E-01,-2.47570E+00
-2.2000E-07,-1.01771E-01,-2.57336E+00
-2.1960E-07,-9.88414E-02,-2.49523E+00
-2.1920E-07,-9.63023E-02,-2.45617E+00
-2.1880E-07,-9.37633E-02,-2.47570E+00
-2.1840E-07,-9.20055E-02,-2.45617E+00
-2.1800E-07,-8.90758E-02,-2.55383E+00
-2.1760E-07,-8.69273E-02,-2.51477E+00
-2.1720E-07,-8.45836E-02,-2.53430E+00
-2.1680E-07,-8.30211E-02,-2.47570E+00
-2.1640E-07,-8.10680E-02,-2.51477E+00
-2.1600E-07,-7.91148E-02,-2.53430E+00
-2.1560E-07,-7.71617E-02,-2.47570E+00
-2.1520E-07,-7.46227E-02,-2.47570E+00
-2.1480E-07,-7.34508E-02,-2.41711E+00
-2.1440E-07,-7.05211E-02,-2.37805E+00
-2.1400E-07,-6.81773E-02,-2.41711E+00
-2.1360E-07,-6.68102E-02,-2.45617E+00
-2.1320E-07,-6.44664E-02,-2.51477E+00
-2.1280E-07,-6.25133E-02,-2.43664E+00
-2.1240E-07,-5.95836E-02,-2.49523E+00
-2.1200E-07,-5.86070E-02,-2.35852E+00
-2.1160E-07,-5.58727E-02,-2.47570E+00
-2.1120E-07,-5.50914E-02,-2.47570E+00
-2.1080E-07,-5.41148E-02,-2.47570E+00
-2.1040E-07,-5.37242E-02,-2.51477E+00
-2.1000E-07,-5.31383E-02,-2.47570E+00
-2.0960E-07,-5.35289E-02,-2.41711E+00
-2.0920E-07,-5.52867E-02,-2.41711E+00
-2.0880E-07,-5.68492E-02,-2.49523E+00
-2.0840E-07,-5.91930E-02,-2.45617E+00
-2.0800E-07,-6.13414E-02,-2.41711E+00
-2.0760E-07,-6.36852E-02,-2.43664E+00
-2.0720E-07,-6.60289E-02,-2.47570E+00
-2.0680E-07,-6.77867E-02,-2.45617E+00
-2.0640E-07,-7.09117E-02,-2.45617E+00
-2.0600E-07,-7.48180E-02,-2.45617E+00
-2.0560E-07,-7.75523E-02,-2.47570E+00
-2.0520E-07,-8.06773E-02,-2.47570E+00
-2.0480E-07,-8.41930E-02,-2.55383E+00
-2.0440E-07,-8.73180E-02,-2.51477E+00
-2.0400E-07,-8.94664E-02,-2.51477E+00
-2.0360E-07,-9.18102E-02,-2.47570E+00
-2.0320E-07,-9.35680E-02,-2.45617E+00
-2.0280E-07,-9.47398E-02,-2.51477E+00
-2.0240E-07,-9.61070E-02,-2.47570E+00
-2.0200E-07,-9.64977E-02,-2.47570E+00
-2.0160E-07,-9.64977E-02,-2.37805E+00
-2.0120E-07,-9.66930E-02,-2.45617E+00
-2.0080E-07,-9.59117E-02,-2.49523E+00
-2.0040E-07,-9.51305E-02,-2.45617E+00
-2.0000E-07,-9.43492E-02,-2.47570E+00
-1.9960E-07,-9.37633E-02,-2.45617E+00
-1.9920E-07,-9.16148E-02,-2.41711E+00
-1.9880E-07,-9.02477E-02,-2.51477E+00
-1.9840E-07,-8.82945E-02,-2.51477E+00
-1.9800E-07,-8.65367E-02,-2.51477E+00
-1.9760E-07,-8.43883E-02,-2.51477E+00
-1.9720E-07,-8.20445E-02,-2.49523E+00
-1.9680E-07,-8.00914E-02,-2.39758E+00
-1.9640E-07,-7.75523E-02,-2.39758E+00
-1.9600E-07,-7.50133E-02,-2.45617E+00
-1.9560E-07,-7.32555E-02,-2.51477E+00
-1.9520E-07,-7.05211E-02,-2.45617E+00
-1.9480E-07,-6.83727E-02,-2.37805E+00
-1.9440E-07,-6.58336E-02,-2.39758E+00
-1.9400E-07,-6.48570E-02,-2.43664E+00
-1.9360E-07,-6.25133E-02,-2.39758E+00
-1.9320E-07,-6.07555E-02,-2.47570E+00
-1.9280E-07,-5.84117E-02,-2.49523E+00
-1.9240E-07,-5.64586E-02,-2.45617E+00
-1.9200E-07,-5.54820E-02,-2.41711E+00
-1.9160E-07,-5.41148E-02,-2.45617E+00
-1.9120E-07,-5.21617E-02,-2.41711E+00
-1.9080E-07,-5.19664E-02,-2.45617E+00
-1.9040E-07,-5.15758E-02,-2.53430E+00
-1.9000E-07,-5.33336E-02,-2.57336E+00
-1.8960E-07,-5.50914E-02,-2.49523E+00
-1.8920E-07,-5.74352E-02,-2.45617E+00
-1.8880E-07,-6.05602E-02,-2.31945E+00
-1.8840E-07,-6.34898E-02,-2.37805E+00
-1.8800E-07,-6.64195E-02,-2.49523E+00
-1.8760E-07,-6.77867E-02,-2.47570E+00
-1.8720E-07,-6.93492E-02,-2.45617E+00
-1.8680E-07,-7.13023E-02,-2.49523E+00
-1.8640E-07,-7.20836E-02,-2.45617E+00
-1.8600E-07,-7.28648E-02,-2.45617E+00
-1.8560E-07,-7.36461E-02,-2.51477E+00
-1.8520E-07,-7.50133E-02,-2.45617E+00
-1.8480E-07,-7.63805E-02,-2.49523E+00
-1.8440E-07,-7.75523E-02,-2.53430E+00
-1.8400E-07,-8.02867E-02,-2.45617E+00
-1.8360E-07,-8.28258E-02,-2.45617E+00
-1.8320E-07,-8.57555E-02,-2.51477E+00
-1.8280E-07,-8.82945E-02,-2.47570E+00
-1.8240E-07,-9.04430E-02,-2.43664E+00
-1.8200E-07,-9.37633E-02,-2.37805E+00
-1.8160E-07,-9.64977E-02,-2.49523E+00
-1.8120E-07,-1.00013E-01,-2.47570E+00
-1.8080E-07,-1.04115E-01,-2.47570E+00
-1.8040E-07,-1.08998E-01,-2.49523E+00
-1.8000E-07,-1.14466E-01,-2.49523E+00
-1.7960E-07,-1.20716E-01,-2.45617E+00
-1.7920E-07,-1.27357E-01,-2.39758E+00
-1.7880E-07,-1.33607E-01,-2.47570E+00
-1.7840E-07,-1.39857E-01,-2.41711E+00
-1.7800E-07,-1.44545E-01,-2.47570E+00
-1.7760E-07,-1.48255E-01,-2.35852E+00
-1.7720E-07,-1.50990E-01,-2.41711E+00
-1.7680E-07,-1.53138E-01,-2.45617E+00
-1.7640E-07,-1.55091E-01,-2.41711E+00
-1.7600E-07,-1.55677E-01,-2.37805E+00
-1.7560E-07,-1.56263E-01,-2.41711E+00
-1.7520E-07,-1.57240E-01,-2.43664E+00
-1.7480E-07,-1.55873E-01,-2.47570E+00
-1.7440E-07,-1.55873E-01,-2.43664E+00
-1.7400E-07,-1.54701E-01,-2.43664E+00
-1.7360E-07,-1.54115E-01,-2.49523E+00
-1.7320E-07,-1.52357E-01,-2.53430E+00
-1.7280E-07,-1.50990E-01,-2.43664E+00
-1.7240E-07,-1.50013E-01,-2.51477E+00
-1.7200E-07,-1.48060E-01,-2.51477E+00
-1.7160E-07,-1.46498E-01,-2.51477E+00
-1.7120E-07,-1.44349E-01,-2.51477E+00
-1.7080E-07,-1.42591E-01,-2.51477E+00
-1.7040E-07,-1.41224E-01,-2.51477E+00
-1.7000E-07,-1.40443E-01,-2.45617E+00
-1.6960E-07,-1.39662E-01,-2.39758E+00
-1.6920E-07,-1.38685E-01,-2.43664E+00
-1.6880E-07,-1.37709E-01,-2.49523E+00
-1.6840E-07,-1.36927E-01,-2.49523E+00
-1.6800E-07,-1.36146E-01,-2.45617E+00
-1.6760E-07,-1.36732E-01,-2.49523E+00
-1.6720E-07,-1.35365E-01,-2.47570E+00
-1.6680E-07,-1.34974E-01,-2.47570E+00
-1.6640E-07,-1.33802E-01,-2.39758E+00
-1.6600E-07,-1.32630E-01,-2.43664E+00
-1.6560E-07,-1.31068E-01,-2.39758E+00
-1.6520E-07,-1.29310E-01,-2.47570E+00
-1.6480E-07,-1.27357E-01,-2.41711E+00
-1.6440E-07,-1.24818E-01,-2.49523E+00
-1.6400E-07,-1.23060E-01,-2.51477E+00
-1.6360E-07,-1.20326E-01,-2.41711E+00
-1.6320E-07,-1.17201E-01,-2.37805E+00
-1.6280E-07,-1.14466E-01,-2.43664E+00
-1.6240E-07,-1.10951E-01,-2.57336E+00
-1.6200E-07,-1.08021E-01,-2.45617E+00
-1.6160E-07,-1.04310E-01,-2.47570E+00
-1.6120E-07,-1.00795E-01,-2.45617E+00
-1.6080E-07,-9.74742E-02,-2.45617E+00
-1.6040E-07,-9.31773E-02,-2.45617E+00
-1.6000E-07,-9.14195E-02,-2.37805E+00
-1.5960E-07,-8.82945E-02,-2.41711E+00
-1.5920E-07,-8.65367E-02,-2.39758E+00
-1.5880E-07,-8.39977E-02,-2.53430E+00
-1.5840E-07,-8.30211E-02,-2.47570E+00
-1.5800E-07,-8.24352E-02,-2.51477E+00
-1.5760E-07,-8.18492E-02,-2.47570E+00
-1.5720E-07,-8.08727E-02,-2.51477E+00
-1.5680E-07,-8.02867E-02,-2.41711E+00
-1.5640E-07,-8.00914E-02,-2.37805E+00
-1.5600E-07,-7.85289E-02,-2.47570E+00
-1.5560E-07,-7.73570E-02,-2.43664E+00
-1.5520E-07,-7.63805E-02,-2.45617E+00
-1.5480E-07,-7.46227E-02,-2.47570E+00
-1.5440E-07,-7.36461E-02,-2.43664E+00
-1.5400E-07,-7.16930E-02,-2.59289E+00
-1.5360E-07,-7.07164E-02,-2.47570E+00
-1.5320E-07,-6.93492E-02,-2.49523E+00
-1.5280E-07,-6.73961E-02,-2.55383E+00
-1.5240E-07,-6.58336E-02,-2.45617E+00
-1.5200E-07,-6.40758E-02,-2.45617E+00
-1.5160E-07,-6.21227E-02,-2.47570E+00
-1.5120E-07,-5.99742E-02,-2.45617E+00
-1.5080E-07,-5.78258E-02,-2.41711E+00
-1.5040E-07,-5.58727E-02,-2.41711E+00
-1.5000E-07,-5.35289E-02,-2.35852E+00
-1.4960E-07,-5.11852E-02,-2.51477E+00
-1.4920E-07,-4.88414E-02,-2.45617E+00
-1.4880E-07,-4.72789E-02,-2.45617E+00
-1.4840E-07,-4.53258E-02,-2.51477E+00
-1.4800E-07,-4.33727E-02,-2.47570E+00
-1.4760E-07,-4.14195E-02,-2.47570E+00
-1.4720E-07,-4.02477E-02,-2.45617E+00
-1.4680E-07,-3.82945E-02,-2.51477E+00
-1.4640E-07,-3.77086E-02,-2.47570E+00
-1.4600E-07,-3.57555E-02,-2.49523E+00
-1.4560E-07,-3.41930E-02,-2.49523E+00
-1.4520E-07,-3.34117E-02,-2.49523E+00
-1.4480E-07,-3.20445E-02,-2.49523E+00
-1.4440E-07,-3.12633E-02,-2.45617E+00
-1.4400E-07,-2.95055E-02,-2.39758E+00
-1.4360E-07,-2.93102E-02,-2.45617E+00
-1.4320E-07,-2.81383E-02,-2.49523E+00
-1.4280E-07,-2.79430E-02,-2.43664E+00
-1.4240E-07,-2.77477E-02,-2.49523E+00
-1.4200E-07,-2.73570E-02,-2.45617E+00
-1.4160E-07,-2.65758E-02,-2.45617E+00
-1.4120E-07,-2.69664E-02,-2.43664E+00
-1.4080E-07,-2.69664E-02,-2.39758E+00
-1.4040E-07,-2.67711E-02,-2.49523E+00
-1.4000E-07,-2.61852E-02,-2.43664E+00
-1.3960E-07,-2.52086E-02,-2.53430E+00
-1.3920E-07,-2.44273E-02,-2.41711E+00
-1.3880E-07,-2.32555E-02,-2.49523E+00
-1.3840E-07,-2.28648E-02,-2.53430E+00
-1.3800E-07,-2.22789E-02,-2.51477E+00
-1.3760E-07,-2.13023E-02,-2.43664E+00
-1.3720E-07,-2.11070E-02,-2.47570E+00
-1.3680E-07,-2.01305E-02,-2.53430E+00
-1.3640E-07,-1.99352E-02,-2.39758E+00
-1.3600E-07,-1.89586E-02,-2.47570E+00
-1.3560E-07,-1.91539E-02,-2.49523E+00
-1.3520E-07,-1.87633E-02,-2.53430E+00
-1.3480E-07,-1.93492E-02,-2.49523E+00
-1.3440E-07,-1.87633E-02,-2.41711E+00
-1.3400E-07,-1.93492E-02,-2.39758E+00
-1.3360E-07,-1.89586E-02,-2.43664E+00
-1.3320E-07,-1.99352E-02,-2.49523E+00
-1.3280E-07,-2.03258E-02,-2.45617E+00
-1.3240E-07,-2.22789E-02,-2.49523E+00
-1.3200E-07,-2.30602E-02,-2.45617E+00
-1.3160E-07,-2.46227E-02,-2.45617E+00
-1.3120E-07,-2.55992E-02,-2.43664E+00
-1.3080E-07,-2.67711E-02,-2.45617E+00
-1.3040E-07,-2.73570E-02,-2.43664E+00
-1.3000E-07,-2.81383E-02,-2.39758E+00
-1.2960E-07,-2.91148E-02,-2.43664E+00
-1.2920E-07,-3.06773E-02,-2.43664E+00
-1.2880E-07,-3.06773E-02,-2.47570E+00
-1.2840E-07,-3.22398E-02,-2.51477E+00
-1.2800E-07,-3.22398E-02,-2.53430E+00
-1.2760E-07,-3.34117E-02,-2.47570E+00
-1.2720E-07,-3.30211E-02,-2.51477E+00
-1.2680E-07,-3.38023E-02,-2.53430E+00
-1.2640E-07,-3.43883E-02,-2.37805E+00
-1.2600E-07,-3.65367E-02,-2.53430E+00
-1.2560E-07,-3.82945E-02,-2.49523E+00
-1.2520E-07,-4.06383E-02,-2.53430E+00
-1.2480E-07,-4.23961E-02,-2.47570E+00
-1.2440E-07,-4.59117E-02,-2.39758E+00
-1.2400E-07,-4.86461E-02,-2.49523E+00
-1.2360E-07,-5.09898E-02,-2.47570E+00
-1.2320E-07,-5.43102E-02,-2.37805E+00
-1.2280E-07,-5.66539E-02,-2.41711E+00
-1.2240E-07,-5.86070E-02,-2.45617E+00
-1.2200E-07,-5.97789E-02,-2.45617E+00
-1.2160E-07,-5.99742E-02,-2.43664E+00
-1.2120E-07,-6.19273E-02,-2.39758E+00
-1.2080E-07,-6.21227E-02,-2.51477E+00
-1.2040E-07,-6.27086E-02,-2.53430E+00
-1.2000E-07,-6.50523E-02,-2.47570E+00
-1.1960E-07,-6.56383E-02,-2.51477E+00
-1.1920E-07,-6.72008E-02,-2.49523E+00
-1.1880E-07,-6.75914E-02,-2.45617E+00
-1.1840E-07,-6.93492E-02,-2.43664E+00
-1.1800E-07,-6.95445E-02,-2.49523E+00
-1.1760E-07,-7.05211E-02,-2.41711E+00
-1.1720E-07,-6.97398E-02,-2.45617E+00
-1.1680E-07,-6.87633E-02,-2.51477E+00
-1.1640E-07,-6.85680E-02,-2.51477E+00
-1.1600E-07,-6.68102E-02,-2.47570E+00
-1.1560E-07,-6.58336E-02,-2.43664E+00
-1.1520E-07,-6.44664E-02,-2.47570E+00
-1.1480E-07,-6.30992E-02,-2.49523E+00
-1.1440E-07,-6.21227E-02,-2.57336E+00
-1.1400E-07,-6.07555E-02,-2.51477E+00
-1.1360E-07,-5.93883E-02,-2.47570E+00
-1.1320E-07,-5.84117E-02,-2.55383E+00
-1.1280E-07,-5.72398E-02,-2.53430E+00
-1.1240E-07,-5.58727E-02,-2.45617E+00
-1.1200E-07,-5.41148E-02,-2.43664E+00
-1.1160E-07,-5.19664E-02,-2.45617E+00
-1.1120E-07,-5.13805E-02,-2.51477E+00
-1.1080E-07,-4.96227E-02,-2.49523E+00
-1.1040E-07,-4.76695E-02,-2.51477E+00
-1.1000E-07,-4.66930E-02,-2.51477E+00
-1.0960E-07,-4.43492E-02,-2.47570E+00
-1.0920E-07,-4.33727E-02,-2.47570E+00
-1.0880E-07,-4.16148E-02,-2.49523E+00
-1.0840E-07,-4.12242E-02,-2.47570E+00
-1.0800E-07,-3.94664E-02,-2.51477E+00
-1.0760E-07,-3.77086E-02,-2.45617E+00
-1.0720E-07,-3.73180E-02,-2.45617E+00
-1.0680E-07,-3.53648E-02,-2.51477E+00
-1.0640E-07,-3.34117E-02,-2.49523E+00
-1.0600E-07,-3.22398E-02,-2.33898E+00
-1.0560E-07,-2.98961E-02,-2.37805E+00
-1.0520E-07,-2.97008E-02,-2.35852E+00
-1.0480E-07,-2.91148E-02,-2.49523E+00
-1.0440E-07,-2.93102E-02,-2.45617E+00
-1.0400E-07,-3.02867E-02,-2.39758E+00
-1.0360E-07,-3.24352E-02,-2.45617E+00
-1.0320E-07,-3.38023E-02,-2.45617E+00
-1.0280E-07,-3.55602E-02,-2.41711E+00
-1.0240E-07,-3.86852E-02,-2.41711E+00
-1.0200E-07,-4.10289E-02,-2.41711E+00
-1.0160E-07,-4.29820E-02,-2.37805E+00
-1.0120E-07,-4.41539E-02,-2.47570E+00
-1.0080E-07,-4.49352E-02,-2.37805E+00
-1.0040E-07,-4.57164E-02,-2.45617E+00
-1.0000E-07,-4.61070E-02,-2.47570E+00
-9.9600E-08,-4.66930E-02,-2.51477E+00
-9.9200E-08,-4.70836E-02,-2.35852E+00
-9.8800E-08,-4.74742E-02,-2.47570E+00
-9.8400E-08,-4.76695E-02,-2.47570E+00
-9.8000E-08,-4.78648E-02,-2.43664E+00
-9.7600E-08,-4.80602E-02,-2.39758E+00
-9.7200E-08,-4.86461E-02,-2.45617E+00
-9.6800E-08,-4.88414E-02,-2.43664E+00
-9.6400E-08,-4.80602E-02,-2.45617E+00
-9.6000E-08,-4.70836E-02,-2.51477E+00
-9.5600E-08,-4.63023E-02,-2.47570E+00
-9.5200E-08,-4.51305E-02,-2.51477E+00
-9.4800E-08,-4.43492E-02,-2.51477E+00
-9.4400E-08,-4.33727E-02,-2.35852E+00
-9.4000E-08,-4.25914E-02,-2.45617E+00
-9.3600E-08,-4.06383E-02,-2.51477E+00
-9.3200E-08,-4.06383E-02,-2.51477E+00
-9.2800E-08,-3.96617E-02,-2.39758E+00
-9.2400E-08,-4.06383E-02,-2.41711E+00
-9.2000E-08,-3.98570E-02,-2.51477E+00
-9.1600E-08,-4.00523E-02,-2.49523E+00
-9.1200E-08,-4.12242E-02,-2.51477E+00
-9.0800E-08,-4.10289E-02,-2.45617E+00
-9.0400E-08,-4.12242E-02,-2.41711E+00
-9.0000E-08,-4.18102E-02,-2.51477E+00
-8.9600E-08,-4.31773E-02,-2.41711E+00
-8.9200E-08,-4.43492E-02,-2.47570E+00
-8.8800E-08,-4.47398E-02,-2.45617E+00
-8.8400E-08,-4.57164E-02,-2.49523E+00
-8.8000E-08,-4.57164E-02,-2.45617E+00
-8.7600E-08,-4.61070E-02,-2.57336E+00
-8.7200E-08,-4.59117E-02,-2.55383E+00
-8.6800E-08,-4.59117E-02,-2.53430E+00
-8.6400E-08,-4.63023E-02,-2.49523E+00
-8.6000E-08,-4.57164E-02,-2.45617E+00
-8.5600E-08,-4.63023E-02,-2.51477E+00
-8.5200E-08,-4.64977E-02,-2.51477E+00
-8.4800E-08,-4.55211E-02,-2.47570E+00
-8.4400E-08,-4.49352E-02,-2.47570E+00
-8.4000E-08,-4.41539E-02,-2.55383E+00
-8.3600E-08,-4.27867E-02,-2.57336E+00
-8.3200E-08,-4.23961E-02,-2.41711E+00
